"01p07nea","06p07nea","94p07nea"
-0.397315323,-0.66364342,-0.26627481
-0.358495653,-0.546949625,-0.259105265
-0.262452215,-0.32461217,-0.175330132
-0.14850235,-0.100434422,-0.034905598
-0.019727949,0.056086257,0.059005048
0.08388909,0.148713499,0.193940997
0.113854006,0.121282734,0.214135751
0.118256174,0.034393769,0.109197229
0.038960345,-0.028959315,-0.000989348
0.011396407,-0.035605315,-0.092619643
-0.01363736,0.011381626,-0.154010609
0.059376262,0.095652252,-0.066867836
0.129123271,0.218653888,0.068484038
0.16708608,0.172554344,0.179343298
0.143093884,0.051723033,0.204711422
0.067734428,-0.123449102,0.098951921
-0.00297448,-0.203362286,-0.001662936
-0.068292595,-0.180318952,-0.080678001
-0.039631918,-0.081549957,-0.095110849
0.064106882,0.165882707,-0.060683761
0.136512861,0.332775831,0.070197582
0.190996289,0.453777134,0.230936602
0.170697078,0.372990608,0.270237505
0.038513459,0.157220513,0.237083107
-0.119989306,-0.083247244,0.018667907
-0.239098325,-0.349709868,-0.160372958
-0.261534065,-0.49238205,-0.305665463
-0.174652115,-0.561067879,-0.371644557
-0.082515262,-0.457104862,-0.37805295
-0.004007137,-0.267936349,-0.320124507
0.121678859,0.038666308,-0.144190282
0.241440311,0.301516116,0.097010911
0.347052753,0.492004305,0.395152807
0.364072859,0.611019433,0.512040615
0.333391726,0.478992283,0.498277843
0.191918164,0.262417018,0.281646818
-0.00307932,-0.094181299,0.008291045
-0.160401821,-0.307716191,-0.147770554
-0.22646369,-0.447908312,-0.309270322
-0.192171842,-0.420801967,-0.360087633
-0.124009416,-0.241927683,-0.294097573
-0.059123617,-0.038102418,-0.156024396
-0.026174143,0.143100351,-0.02311692
-0.076283239,0.120608523,-0.020630259
-0.182059541,0.024653681,-0.053880773
-0.317277491,-0.178674623,-0.119975068
-0.355728269,-0.337993324,-0.139271885
-0.279152036,-0.332306981,-0.110133208
-0.090205848,-0.225835666,-0.012075442
0.095316038,-0.004521791,0.075058639
0.290349782,0.175231665,0.133671492
0.356907755,0.293550879,0.15245077
0.307045281,0.290454179,0.169355527
0.236204222,0.21899119,0.158774704
0.191065922,0.172499835,0.139422402
0.168314129,0.237936705,0.166613042
0.206721067,0.319263935,0.209920496
0.217235133,0.37235865,0.252943009
0.15403159,0.255153537,0.200821221
0.016912237,0.042088751,0.082649566
-0.190046072,-0.169475645,-0.102393247
-0.332774907,-0.332976222,-0.204124153
-0.333593845,-0.343261957,-0.219894513
-0.251277268,-0.375906438,-0.255366564
-0.186354324,-0.336389929,-0.195756748
-0.133945704,-0.216521323,-0.158498242
-0.097127177,-0.171813354,-0.118736729
-0.047341198,-0.04174437,-0.022925436
0.016023576,0.111952893,0.084983118
0.19331038,0.377931029,0.154571101
0.238419965,0.44864729,0.14148128
0.216441512,0.356506258,0.086600371
0.098577023,0.151400685,-0.017268132
-0.11026784,-0.057966992,-0.147734955
-0.221736312,-0.232316762,-0.277593583
-0.212805122,-0.161245003,-0.220779732
-0.066773802,-0.062632725,-0.077717125
0.115379065,0.01376214,0.054116026
0.181762695,0.032685496,0.098700151
0.134305522,-0.008424146,0.077686734
0.004333436,-0.036665231,0.01150248
-0.15104039,-0.087240182,-0.012462843
-0.241372392,-0.061091851,-0.042238798
-0.221476763,0.03054687,-0.063194312
-0.171722576,-0.006002951,-0.099808186
-0.083458513,-0.071854204,-0.129367054
0.01673612,-0.155187741,-0.16236195
0.042475697,-0.135368913,-0.120637693
0.002448194,-0.17735061,-0.121367253
-0.054509729,-0.167329267,-0.034542732
-0.100842834,-0.126374155,-0.018885393
-0.155718148,-0.085461915,-0.029420612
-0.041898012,-0.032111779,-0.005280897
0.049097475,0.088281423,0.01530719
0.080168366,0.176218212,0.056124747
0.221956,0.195954174,0.112645738
0.36163789,0.413944572,0.278999418
0.338751584,0.429346412,0.408640951
0.318378568,0.387648046,0.313984573
0.200525358,0.364992768,0.21280399
0.057246007,0.184690252,0.138575569
-0.050764378,0.070558399,0.075040855
-0.067560077,0.014225602,0.07154458
0.012999581,-0.025573811,0.136437029
0.072601438,-0.02599423,0.085158385
0.039460085,-0.069433697,-0.009209722
0.005778149,-0.120439053,-0.145974949
-0.119726613,-0.209577054,-0.246353731
-0.156316906,-0.242589548,-0.318329602
-0.243470937,-0.224196225,-0.260020435
-0.222323433,-0.146834686,-0.169751346
-0.199981764,-0.087892324,-0.137296438
-0.14032805,-0.08337079,-0.113978498
-0.06658975,-0.075550981,-0.065509841
0.003869843,-0.077717081,0.014507823
0.069619127,0.01514034,0.131123722
0.138912201,0.066190362,0.226997107
0.05871829,0.042950783,0.120403007
0.0211566,-0.000498377,-0.021118179
-0.081721842,0.021760616,-0.129953951
-0.063037008,0.146033019,-0.109853625
0.13205187,0.380012155,0.141459912
0.368389547,0.544092417,0.433126837
0.538387418,0.60668695,0.54199785
0.492889792,0.474130958,0.515404224
0.279858112,0.267427236,0.279710174
-0.012670295,-0.102968715,-0.117904305
-0.3135086,-0.355883837,-0.485833257
-0.562665164,-0.646218419,-0.76957196
-0.668278694,-0.824837208,-0.779595196
-0.682752073,-0.791706622,-0.63400352
-0.509976625,-0.590662599,-0.326450884
-0.184864715,-0.187694848,0.05105409
0.150053531,0.205421537,0.264085323
0.355919659,0.59156543,0.423207521
0.417223752,0.662801862,0.386598259
0.426711798,0.634671986,0.403643161
0.336592197,0.467376918,0.307653964
0.215578616,0.262184978,0.170938104
0.080570035,0.166120693,0.116225079
-0.057248965,0.060620975,0.076729715
-0.101528108,-0.031829089,0.05859169
-0.13884519,-0.157620788,0.001889989
-0.128583267,-0.208715349,-0.070217967
-0.100962594,-0.315899014,-0.079783365
-0.025349699,-0.285091937,0.004042991
-0.007035147,-0.080083795,0.073067002
-0.074313387,-0.070931509,0.014251262
-0.125797004,-0.079450354,-0.037577409
-0.200375602,-0.192945823,-0.110915706
-0.17550455,-0.20507364,-0.08038225
-0.064009473,-0.089415871,-0.100154325
0.086603545,0.024717607,-0.029996827
0.169365063,0.01819852,-0.060934585
0.082559533,0.038676456,-0.079089552
-0.062506385,-0.053254053,-0.056775816
-0.228951022,-0.227518514,-0.093684241
-0.325569719,-0.368982673,-0.164437577
-0.322926939,-0.36738193,-0.215101719
-0.217767254,-0.23140654,-0.182188258
0.034178913,0.077717245,-0.061539896
0.270030767,0.360941768,0.034226902
0.400919944,0.479689658,0.142490879
0.318864912,0.358039707,0.19065471
0.056193911,0.053491056,0.166638941
-0.162145391,-0.224637479,0.063492335
-0.304114133,-0.479276031,-0.079101264
-0.32330367,-0.545641124,-0.251845002
-0.303123146,-0.487539232,-0.394008636
-0.299688935,-0.295876503,-0.425611734
-0.189732715,-0.030392587,-0.25629431
0.019163029,0.158496797,-0.03533344
0.174584895,0.358720303,0.189993799
0.383967102,0.490997106,0.391623348
0.473401725,0.577071667,0.455378622
0.402031183,0.446812987,0.313620567
0.204306513,0.166748017,0.089781925
-0.079485953,-0.132642806,-0.074321374
-0.335869581,-0.386529893,-0.247082561
-0.407312959,-0.367506057,-0.322253376
-0.323308617,-0.291665673,-0.327543855
-0.140359282,-0.163470894,-0.289836317
-0.025401533,-0.034698587,-0.104624085
0.081560589,0.095439777,0.071295463
0.225454941,0.333179086,0.373145014
0.282681197,0.453723133,0.46756655
0.288624167,0.466115177,0.401359528
0.126542345,0.258667499,0.252221882
-0.041885853,-0.064522773,-0.046737712
-0.208383545,-0.28316623,-0.310233295
-0.268883407,-0.403539598,-0.400195956
-0.153122187,-0.306960344,-0.324606776
-0.074638978,-0.211086452,-0.221983984
0.090842173,-0.107781455,-0.031466894
0.306358606,0.084043741,0.098221496
0.359018803,0.110688373,0.19431597
0.379303992,0.289940506,0.286065996
0.247037917,0.220232293,0.265427381
0.195707113,0.391350985,0.188060999
0.170072675,0.606242895,0.105158456
0.167000532,0.91410917,0.100793459
0.1745269,1.176138878,0.162362203
-0.070088655,0.847347736,0.148570508
-0.400835544,0.159297645,0.068583973
-0.759568453,-1.260513783,-0.046356376
-1.119452357,-2.534282684,-0.224667981
-1.057437062,-3.253408194,-0.415531933
-0.497811258,-2.559454441,-0.495596439
0.230546027,-0.908695459,-0.416086704
0.744659901,0.742567122,-0.290447056
0.912431955,1.942951083,-0.090582192
0.599646688,2.149962664,0.108274445
0.593967676,2.004740715,0.321608245
0.848739743,1.539313912,0.530720413
1.071759939,1.443354726,0.628310204
1.101954937,1.327560544,0.594144285
0.317574084,1.035860777,0.3716923
-0.672980249,0.514388144,0.129193187
-1.896257639,-0.818155229,-0.190280914
-2.482004642,-1.930131078,-0.348847836
-2.26144433,-2.997333527,-0.350081742
-1.24893713,-3.076518059,-0.213900566
0.133909032,-2.442417145,-0.034299072
1.27487886,-1.165046096,0.102672935
2.014606953,0.493991971,0.204525098
1.865403175,1.704948664,0.207785606
1.478361845,2.442923784,0.087489367
0.457898855,2.277926445,-0.054387145
-0.362145603,1.52171123,-0.197936431
-0.85320431,0.309797555,-0.231788844
-1.252594113,-0.674997091,-0.288738132
-1.189594984,-1.14253974,-0.245217517
-0.66421473,-1.263640165,-0.119585246
0.022909157,-0.661137104,-0.011082004
0.361780018,0.007134255,0.104767375
0.668983996,0.637224793,0.160923675
0.786174297,0.969353914,0.15220733
0.42497915,0.902853906,0.130970791
0.121040009,0.670851529,0.069808997
-0.199215978,0.02488336,-0.047088984
-0.269051313,-0.456741691,-0.163857907
-0.115834631,-0.766904891,-0.14562428
0.200701773,-0.625533402,-0.046030171
0.510129869,-0.145189539,0.070932403
0.601801991,0.368099719,0.122258827
0.358572066,0.687041163,0.107516475
-0.185060203,0.683613896,0.040368468
-0.723685861,0.423633277,-0.043946873
-1.052911639,0.027550472,-0.109248966
-1.151178837,-0.561164796,-0.122488327
-1.105578661,-1.042565465,-0.166991651
-0.744603157,-1.302696943,-0.183194771
-0.275641263,-1.380284786,-0.22314477
0.249548972,-1.091602564,-0.272691995
0.578876972,-0.670671821,-0.273850411
0.779818892,-0.086499631,-0.274244875
0.708713949,0.342510343,-0.144854754
0.439697444,0.640768409,-0.024500163
0.274825931,0.694502413,0.02540189
0.157146603,0.66944766,0.004204907
0.19131273,0.8567698,0.019309085
0.239789397,0.917269111,0.085641325
0.310483962,0.796692848,0.221176028
0.221162364,0.609270692,0.241107285
0.062977344,0.286182284,0.228165001
0.066125341,-0.024790833,0.23351264
0.108768612,-0.051603809,0.208904743
0.00806734,-0.023220833,0.219195783
-0.380028039,-0.135094315,0.034147367
-0.773356676,-0.327917725,-0.172485128
-0.885987461,-0.747473538,-0.357203752
-0.547317028,-0.986974418,-0.397219062
0.107948087,-0.992659569,-0.296030939
0.687547743,-0.453681052,-0.047166362
0.905519724,0.27815482,0.22201322
0.662541449,0.873803079,0.30198884
0.165828228,1.082561493,0.275601178
-0.353116751,0.713169098,0.142412856
-0.551063657,0.248937726,-0.015445888
-0.433811575,-0.177833214,-0.117767349
-0.195740774,-0.402324885,-0.142232209
0.05897972,-0.454764664,-0.074090637
0.197255671,-0.383459002,-0.000616379
0.307825714,-0.097102061,0.064753264
0.347399592,0.185176939,0.194731534
0.500028074,0.553357244,0.262478828
0.517725229,0.63061434,0.275158077
0.3451038,0.563667238,0.177698404
0.096852541,0.304568231,0.048030928
-0.211788684,-0.127231091,-0.050504468
-0.342110455,-0.474175751,-0.100124598
-0.292443961,-0.621701479,-0.093426883
-0.04705669,-0.562545538,-0.047326133
0.164664835,-0.298968107,0.017553778
0.358501285,0.115846962,0.079214118
0.295563281,0.555357158,0.091445863
0.112319089,0.847950459,0.087195784
-0.242042482,0.792455614,0.011101654
-0.595558763,0.504537523,-0.077918164
-0.743797839,-0.007057444,-0.118763074
-0.687130868,-0.33210811,-0.128861055
-0.544280469,-0.494620204,-0.103249453
-0.399245173,-0.438673109,-0.041340981
-0.246268466,-0.212871194,0.021790441
-0.189761728,-0.028111398,0.076474667
-0.10391739,0.052969005,0.099914335
-0.03947141,-0.021476697,0.134115785
-0.124823049,-0.153012648,0.122648075
-0.192899302,-0.372391343,0.086714454
-0.306365311,-0.547912836,0.087108783
-0.271028996,-0.596540272,0.110959858
-0.192432091,-0.596877813,0.10107927
-0.10733182,-0.467354566,0.040708553
-0.03758705,-0.263596654,-0.009987067
-0.034135986,-0.204980299,-0.093770057
-0.002998881,-0.229637325,-0.155572608
0.15099287,-0.341402918,-0.21769008
0.346785128,-0.305241823,-0.228543222
0.542646706,-0.074708939,-0.229934379
0.677637458,0.295925021,-0.200793013
0.727590978,0.604676068,-0.1243532
0.588281214,0.825516522,-0.063293047
0.400623918,0.880198359,0.016301945
0.250179768,0.804212272,0.091399655
0.165256307,0.630726337,0.180456027
0.137421757,0.45283854,0.212452888
0.027341016,0.385512292,0.195097804
-0.110421866,0.342239797,0.089630105
-0.169746771,0.194143385,-0.060353838
-0.098874077,0.001413876,-0.187213361
-0.01892391,-0.091396362,-0.240065038
0.103792049,-0.158600956,-0.138520062
0.162685037,-0.160390317,-0.056131516
0.083682686,-0.088495359,0.02470104
-0.087171927,-0.068324089,0.05931361
-0.352265656,-0.07053268,-0.045397609
-0.470449179,-0.144538194,-0.142506525
-0.359000206,-0.233441517,-0.142760485
-0.118192375,-0.237540722,-0.059942689
0.047816098,-0.16031839,0.112317428
0.123097494,0.009387832,0.347632051
0.051450361,0.137446284,0.39241305
-0.100930698,0.166681051,0.312571168
-0.262443364,0.093327776,0.183475047
-0.391027719,-0.084374145,0.058821455
-0.365226984,-0.239699692,0.006683127
-0.291000992,-0.345379382,0.00965286
-0.142852738,-0.279074788,-0.008412372
-0.105415858,-0.283439845,-0.056303177
-0.05385552,-0.242094874,-0.130479783
-0.035158932,-0.359262228,-0.224917471
0.036340363,-0.382926255,-0.326242417
0.198226616,-0.311761528,-0.322283596
0.438492417,-0.050292581,-0.196480438
0.549733043,0.239461541,-0.013828561
0.475103796,0.477097064,0.103480846
0.366920054,0.600625098,0.146380499
0.231938973,0.514758527,0.111354657
0.094933122,0.31604743,0.028426502
-0.05284401,0.044891983,-0.040356416
-0.127572209,-0.155738771,-0.080790915
-0.120601811,-0.195660681,-0.077806331
-0.014661441,-0.081269167,-0.036564812
0.187611625,0.128971249,0.007151797
0.381653041,0.348988146,0.082024731
0.485226899,0.47069636,0.131498396
0.441382706,0.480493933,0.169370875
0.252111763,0.459559441,0.172020406
0.035758838,0.346463799,0.158478841
-0.206652373,0.18788819,0.135662228
-0.339665353,0.13209714,0.070291705
-0.440223962,0.10485623,0.019286415
-0.472448111,0.120849691,0.019603105
-0.432716548,-0.027063042,0.017661056
-0.359551489,-0.106592536,0.036063537
-0.206657887,-0.175386742,0.060776375
-0.085821457,-0.206865817,0.058032144
-0.019862656,-0.242416903,0.031897124
-0.106170714,-0.297266364,-0.047127906
-0.260760158,-0.362542421,-0.149396777
-0.358199179,-0.415177941,-0.229235604
-0.284019172,-0.385922879,-0.26442498
0.020481065,-0.306254238,-0.235207945
0.332610965,-0.115538597,-0.180328503
0.554564953,0.121684149,-0.127652481
0.589534581,0.327852249,-0.061113298
0.503162682,0.508547843,0.015256867
0.26315704,0.535749614,0.02373172
0.061167538,0.482360721,0.051643837
-0.133276135,0.266983896,0.084303409
-0.144620761,0.077758148,0.114974499
-0.120001428,-0.099966928,0.126366049
-0.126744613,-0.212648392,0.057739101
-0.111928537,-0.270210266,-0.000511677
-0.113289982,-0.297075599,-0.055059824
-0.093565427,-0.254968822,-0.115019485
-0.051379941,-0.253227502,-0.123310961
0.045776129,-0.229338229,-0.05234715
0.1095047,-0.185753837,0.027784802
0.153613716,-0.042505551,0.097627938
0.12529707,0.032060068,0.053454053
0.000785291,0.064813882,-0.061254852
-0.033118833,0.066835023,-0.212505698
-0.017690092,0.045823909,-0.278321624
0.110198244,0.038581342,-0.266249985
0.252163351,0.032002151,-0.138773784
0.321908891,0.164765537,0.009564079
0.209062219,0.253210664,0.205431879
-0.028430045,0.26981777,0.268621683
-0.275036305,0.187395245,0.213873908
-0.397897393,-0.037175313,0.184939772
-0.350975126,-0.214892864,0.151072145
-0.219615683,-0.278413773,0.107923374
-0.082109511,-0.204983205,0.121750332
0.043939956,-0.09060201,0.095408261
0.12559028,0.0315198,0.086389266
0.10597565,0.152641878,0.143431798
0.032663215,0.161737129,0.160277277
-0.04155831,0.12801373,0.070181206
-0.12720485,0.005784646,0.018140972
-0.208539367,-0.085589319,-0.116755754
-0.280901492,-0.205730021,-0.241014898
-0.315981269,-0.294837326,-0.300198138
-0.258813709,-0.266251713,-0.240220428
-0.148397326,-0.291204035,-0.052630156
-0.011254273,-0.219281882,0.109457552
0.100197352,-0.083021834,0.281535119
0.224184334,0.053660423,0.34372282
0.401432574,0.255748481,0.28071475
0.434728771,0.392412931,0.128901586
0.34140709,0.415243536,-0.135689139
0.210588396,0.268974841,-0.322729319
0.012451589,0.042873412,-0.519166052
-0.094636202,-0.20646289,-0.519041896
-0.088904001,-0.347354501,-0.424940646
0.024151746,-0.321733266,-0.24864988
0.096269853,-0.163868606,0.087094083
0.157905921,0.091238558,0.276923835
0.144594133,0.315561652,0.486022264
0.059571315,0.446946055,0.571287394
0.033365056,0.489534318,0.574992001
0.062188152,0.419375449,0.427011102
0.089518718,0.285574824,0.121923834
0.071872473,0.123147093,-0.135033429
-0.015701164,-0.021198068,-0.351669222
-0.143213272,-0.168268889,-0.394960582
-0.209794104,-0.272158265,-0.377378225
-0.242574483,-0.236284286,-0.139837205
-0.146168858,-0.180135876,0.09626466
-0.036618825,-0.097363003,0.19421427
0.006665736,0.01287243,0.314301521
-0.028431633,0.04867838,0.287650526
-0.089268789,0.038705956,0.144027695
-0.153011665,-0.074719459,-0.001950753
-0.17136018,-0.216766089,-0.049083244
-0.128401145,-0.271194339,-0.10912367
-0.0201816,-0.306729823,-0.163590282
0.115834199,-0.249269411,-0.10142149
0.197856635,-0.175280273,-0.041321963
0.205274135,-0.064455479,0.060104571
0.190217853,0.03937931,0.134874284
0.148813799,0.123999611,0.127334222
0.134504735,0.211070031,0.040876403
0.092345253,0.176881269,-0.072550423
0.035303146,0.225696012,-0.208335668
-0.027492262,0.20634155,-0.264219791
-0.023075674,0.13567166,-0.284260541
-0.046984471,0.053620808,-0.296358794
-0.062118266,-0.05060339,-0.258306384
-0.038498953,-0.17214337,-0.185777456
0.007304892,-0.236622825,-0.070785314
0.072355323,-0.185447782,0.025042586
0.081173658,-0.071835145,0.069502831
0.080514431,0.086398348,0.054433178
0.042183548,0.144570261,0.004107339
-0.002096428,0.201784804,-0.071224533
0.011592221,0.20995912,-0.093495704
0.118506923,0.147358313,-0.062956534
0.271299928,0.182415321,-0.006202709
0.368181437,0.221358299,0.085295148
0.382698536,0.289286554,0.127270579
0.205652386,0.266097844,0.047906458
-0.066194899,0.131672412,-0.030692846
-0.366900176,0.00246159,-0.110944606
