"01p07nea","06p07nea","94p07nea"
0.286011636,0.14957583,-0.173199832
-0.164588809,0.122994363,-0.030692846
-0.559418142,0.0625422,0.097071469
-0.749457061,-0.048417781,0.188197136
-0.62879622,-0.053057604,0.20789206
-0.333319366,0.000846304,0.210412145
0.023280516,0.146572709,0.166423976
0.244315386,0.279542565,0.16985476
0.261392653,0.292467356,0.210938811
0.177738845,0.289928317,0.239585817
0.049004182,0.219336689,0.279002011
-0.023611873,0.194240451,0.169829965
-0.116933405,0.05103419,-0.050137386
-0.223331153,-0.212442577,-0.389631093
-0.317786455,-0.558553457,-0.639794409
-0.342365921,-0.880215287,-0.681745291
-0.240200341,-0.94997561,-0.483517468
-0.100234807,-0.869125485,-0.111725509
0.070632935,-0.528496802,0.168379247
0.181873024,-0.179103374,0.341650426
0.21055299,0.135491788,0.315037072
0.177441597,0.375748277,0.224015057
0.070234478,0.461086929,0.071423233
-0.015855815,0.491066873,-0.046293732
-0.064106882,0.29740262,-0.087975264
-0.042326674,0.046759456,-0.069303453
0.043950085,-0.257389188,0.047514781
0.125756919,-0.452862561,0.101931334
0.194055021,-0.451006293,0.119744062
0.184428096,-0.366868019,0.049899649
0.138677537,-0.111983001,-0.024295725
0.090513527,0.104858458,-0.055133972
0.051983207,0.332760394,-0.086372733
0.060398761,0.466101706,-0.05401323
0.044455208,0.473523378,0.049295705
0.040902358,0.46247834,0.245619118
-0.007977698,0.33023572,0.423178494
-0.09837991,0.239001572,0.455695033
-0.207889855,0.036247317,0.294970691
-0.318370759,-0.134608924,0.014337562
-0.326034009,-0.255163014,-0.213061333
-0.29199934,-0.355764389,-0.372168601
-0.18731302,-0.34755832,-0.355263472
-0.084193587,-0.402393878,-0.222107649
0.047608443,-0.323431373,-0.075464368
0.199831545,-0.161649466,0.024941377
0.309581995,0.154804587,0.049392719
0.381555676,0.512487769,0.106536508
0.328234136,0.698844314,0.133227468
0.255508542,0.729342461,0.15304327
0.114119589,0.475665033,0.1172961
-0.039757133,0.123362422,0.07915175
-0.206724524,-0.326904058,0.048467278
-0.344967425,-0.677983463,-0.009002969
-0.342210531,-0.774110317,-0.032925595
-0.250422239,-0.640504837,-0.042192895
-0.055311203,-0.302073598,0.000112146
0.03960745,-0.064026773,-0.018282846
0.062847078,0.097436607,-0.123314679
0.005756423,0.096738219,-0.314527035
-0.019872233,0.052789912,-0.449721038
0.101801038,0.024268404,-0.481146991
0.276335299,0.025158942,-0.377733052
0.502448797,0.136018336,-0.188895226
0.57518357,0.231341898,-0.086274087
0.53095603,0.350057065,-0.003986299
0.329772234,0.362256885,0.01926659
0.084802151,0.353086889,0.115421891
-0.112015724,0.278272569,0.213284135
-0.275233328,0.182584286,0.320482373
-0.325071216,0.068669975,0.330073714
-0.408777118,-0.10331744,0.248303294
-0.425681353,-0.241887569,0.155887723
-0.386473715,-0.396136224,0.050806522
-0.218208551,-0.411404133,0.043552674
0.068044841,-0.375580788,0.077177465
0.295983851,-0.228620529,0.129294634
0.43080759,-0.071613789,0.100059807
0.341318011,0.021385163,0.06398356
0.180987,0.146694839,-0.040862761
-0.021473169,0.184436023,-0.121862173
-0.262053192,0.239198148,-0.253457785
-0.44118464,0.168196142,-0.368232012
-0.585682571,-0.024682105,-0.404914856
-0.48446548,-0.279831946,-0.386401892
-0.242722869,-0.528975368,-0.188665688
0.075492501,-0.52567023,-0.012821916
0.363595486,-0.350597262,0.287875772
0.496130288,0.057767719,0.52650249
0.58022958,0.442259848,0.709780693
0.458383679,0.655763984,0.704384327
0.307148755,0.750509322,0.426163018
0.112904072,0.642189741,0.079155028
-0.006283924,0.590120196,-0.324930787
-0.03088608,0.438429534,-0.474431753
-0.13970083,0.289760172,-0.496037185
-0.227570474,0.049070731,-0.320926428
-0.400916576,-0.258131325,-0.096675158
-0.432702661,-0.486594975,0.083399892
-0.364922702,-0.748821497,0.166589499
-0.198034346,-0.787402034,0.043887943
0.045785449,-0.801052988,-0.116338313
0.202858388,-0.619130731,-0.290668547
0.308992863,-0.394188404,-0.314390063
0.225337803,-0.145928264,-0.206171334
0.093508005,0.090971708,-0.021894142
-0.031698368,0.174319565,0.136871517
-0.117142797,0.301584721,0.213209033
-0.133769214,0.376924515,0.176734865
-0.213800609,0.488166451,0.114108443
-0.248812854,0.41925317,0.023483146
-0.206740141,0.251530766,-0.000865638
-0.024504706,0.072333932,0.072693646
0.314917147,0.122755408,0.218251288
0.584525168,0.376969337,0.335591435
0.686396003,0.631605506,0.325483322
0.457819104,0.703294873,0.236403942
0.046629414,0.427919805,0.132879078
-0.336868942,-0.025148869,0.105113506
-0.495444894,-0.559234858,0.080899477
-0.334304273,-0.823969126,0.060030699
-0.132783711,-0.80954051,-0.012445733
0.003839632,-0.447241485,-0.050457045
-0.10012877,0.005577918,-0.124524832
-0.289521575,0.314822495,-0.190698504
-0.399517894,0.448050559,-0.266459227
-0.372851431,0.303322196,-0.316737354
-0.169050634,0.146646321,-0.312849939
0.037405316,-0.084095061,-0.304913938
0.167406619,-0.25262183,-0.276680768
0.118881881,-0.407072127,-0.250874698
-0.039661717,-0.574066818,-0.154889584
-0.156852424,-0.594842374,-0.058107942
-0.198434532,-0.69877845,0.047167018
-0.113335609,-0.625118256,0.06256026
-0.012119029,-0.574964762,0.086103141
0.079905212,-0.360793829,0.102433503
0.233920574,0.102258742,0.15195483
0.355566025,0.618617117,0.228051186
0.511212289,1.244530678,0.273934841
0.523456752,1.435354233,0.282402694
0.407045901,1.373795509,0.146785736
0.158474207,0.832530677,-0.021840725
-0.161890268,0.194201887,-0.244640708
-0.380829871,-0.346185923,-0.370910108
-0.567175031,-0.812309682,-0.41443491
-0.544724703,-0.943974495,-0.363997459
-0.481345475,-1.069019318,-0.221821249
-0.262613416,-0.839781821,-0.095256925
0.037901826,-0.559701741,0.043785237
0.349193275,-0.115125418,0.106533825
0.675716996,0.298970103,0.143372238
0.785797834,0.531105161,0.113007545
0.774474978,0.768797755,0.015374258
0.500835598,0.753365755,-0.094035745
0.160581827,0.758297443,-0.207293928
-0.175582469,0.524824798,-0.243066251
-0.388616562,0.241022229,-0.190322697
-0.39615804,-0.060610801,-0.071304262
-0.344886541,-0.339152753,0.139050186
-0.227373898,-0.428648889,0.352814376
-0.208575845,-0.481657982,0.558878541
-0.220630586,-0.333706856,0.622291207
-0.250324309,-0.20147115,0.517208874
-0.263202727,-0.047815204,0.318627238
-0.223807812,0.00207004,0.048583969
-0.17532289,-0.071312428,-0.107674479
-0.098874748,-0.126295984,-0.234184027
-0.027284995,-0.237932861,-0.286177576
0.051707439,-0.204461932,-0.316572905
0.132697344,-0.144144595,-0.297434986
0.158198059,-0.083297849,-0.210391819
0.126652837,-0.131097436,-0.114975929
-0.01543767,-0.392156601,0.007071327
-0.172098756,-0.622158945,0.013317548
-0.173459113,-0.791932821,-0.021602556
0.038945004,-0.612429917,-0.092912674
0.424920857,-0.191533864,-0.124174953
0.714644372,0.382411003,-0.073622108
0.793816507,0.986805677,0.027994167
0.614370823,1.329735756,0.104329586
0.359937191,1.464558601,0.084052145
0.125737906,1.171722412,0.044090509
-0.040183216,0.767989159,-0.014740691
-0.124286413,0.276638269,-0.071143806
-0.26363045,-0.058643535,-0.157185555
-0.395680666,-0.209859967,-0.221716046
-0.570442498,-0.365467072,-0.167740047
-0.603608489,-0.423676133,-0.038777754
-0.469743311,-0.621640444,0.157572091
-0.170247495,-0.661865532,0.280242801
0.163907886,-0.661622167,0.394413948
0.331419826,-0.454048812,0.474129915
0.357708454,-0.137144804,0.448739409
0.209087729,0.158679962,0.347258806
0.094992816,0.486189723,0.114868164
0.01180888,0.626295865,-0.118116558
-0.018841885,0.749067903,-0.334586084
-0.02420152,0.632091165,-0.37812382
-0.054604325,0.45551163,-0.249391556
-0.059033677,0.159393251,0.000327136
-0.067040801,-0.090979755,0.252488256
-0.016072839,-0.224552393,0.33258158
-0.007835597,-0.383479536,0.235512316
-0.030703247,-0.425639212,-0.016444236
-0.10182786,-0.650635958,-0.271329224
-0.164401174,-0.769465804,-0.391890645
-0.131987929,-0.887132585,-0.327027321
-0.048849076,-0.77736187,-0.125146568
0.134432733,-0.404103398,0.071510315
0.305244088,0.085664988,0.183376253
0.417963624,0.683716774,0.12693423
0.341768324,0.923398435,-0.023700859
0.123056412,0.999399006,-0.230503678
-0.107080519,0.723869562,-0.448689699
-0.324249566,0.415978253,-0.575237095
-0.435680091,0.077598691,-0.581801355
-0.560616374,-0.285832822,-0.370392501
-0.552640617,-0.477731705,-0.069171846
-0.455177069,-0.706786871,0.306989551
-0.266198575,-0.705453455,0.503030002
-0.002988562,-0.772309899,0.57145977
0.216207802,-0.636795998,0.478324711
0.4809376,-0.414438307,0.295409262
0.566208005,-0.111269116,0.174381852
0.524338841,0.296109378,0.053115368
0.274504483,0.512304544,0.069475889
-0.064232171,0.773608446,0.061742902
-0.313395619,0.777512431,0.102945745
-0.470824122,0.783525586,0.102731764
-0.374280393,0.62317574,0.075045645
-0.245989203,0.379281759,0.047579803
-0.061176434,0.103163838,-0.002387685
0.055553902,-0.267395556,-0.025743823
0.110837758,-0.441533446,-0.051957414
0.176367879,-0.5858742,-0.063930988
0.150200963,-0.448836267,-0.088109255
0.160747707,-0.346243858,-0.099080682
0.112838328,-0.229855955,-0.099661767
0.157088935,-0.186533332,-0.071944952
0.224091411,-0.216844857,-0.016791407
0.268473208,-0.100574195,0.007741928
0.266523659,0.02639183,-0.010997493
0.091452003,0.285952866,-0.111905932
-0.114764214,0.407820046,-0.263335228
-0.375003278,0.388303399,-0.415977657
-0.502377629,0.149667859,-0.460748255
-0.496138334,-0.138271928,-0.312226832
-0.334600627,-0.239172518,-0.121727586
-0.071822464,-0.188232839,0.101545691
0.163915455,-0.01369321,0.230296314
0.404049039,0.066846609,0.360565662
0.536340654,0.06839031,0.456100881
0.627151668,0.052643634,0.467841029
0.568913758,0.072593749,0.389922619
0.382266104,0.110046923,0.207621157
0.11115998,0.122514069,0.080212355
-0.151652336,0.08107841,-0.073281527
-0.268498242,-0.01688429,-0.127595663
-0.258435369,-0.144900322,-0.150507152
-0.114208043,-0.234651327,-0.142889142
0.053557433,-0.221711338,-0.136357486
0.184559464,-0.097417951,-0.159429193
0.203199565,0.160635173,-0.163181186
0.077926159,0.39048171,-0.175002038
-0.192704797,0.554635286,-0.136516929
-0.496103585,0.505809903,-0.12535435
-0.722821593,0.26020968,-0.085749507
-0.724130392,-0.055551618,-0.027883098
-0.508207679,-0.413343787,0.084652603
-0.156456053,-0.59287262,0.20258379
0.211064994,-0.672021985,0.27772367
0.436309516,-0.524405539,0.279440045
0.531428695,-0.223488033,0.200791061
0.413157225,0.145431519,0.121507108
0.214650273,0.549858391,0.033632785
-0.014336586,0.74663806,-0.022030897
-0.160468638,0.82017231,-0.043951388
-0.168097675,0.612525761,-0.016557239
-0.117028892,0.27281934,0.050277632
0.015320145,-0.140902042,0.1239236
0.119916618,-0.518532395,0.158588767
0.220190287,-0.636804163,0.119568348
0.25118494,-0.625996292,0.005201295
0.193645239,-0.406837285,-0.130053401
0.107496917,-0.219865978,-0.266146183
-2.53E-05,-0.037725911,-0.333634436
-0.052017376,0.103127658,-0.325265408
-0.06839323,0.180231035,-0.271780849
-0.046209529,0.237925649,-0.191363394
0.026785791,0.164102852,-0.131099582
0.100277483,0.166523993,-0.074405313
0.15335691,0.186259866,-0.055578548
